conference,idC,idP,title,idK,keyword
"2019 IEEE Photonics Conference, IPC 2019 - Proceedings",c24,p142,Irregular quadrature amplitude modulation for adaptive physical-layer security,k503,Coset coding
"2019 IEEE Photonics Conference, IPC 2019 - Proceedings",c24,p142,Irregular quadrature amplitude modulation for adaptive physical-layer security,k504,Physicallayer security
"2019 IEEE Photonics Conference, IPC 2019 - Proceedings",c24,p142,Irregular quadrature amplitude modulation for adaptive physical-layer security,k505,Quadrature amplitude modulation
"2019 IEEE Photonics Conference, IPC 2019 - Proceedings",c24,p142,Irregular quadrature amplitude modulation for adaptive physical-layer security,k506,Security gap
"IEEE International Conference on Emerging Technologies and Factory Automation, ETFA",c25,p144,Synchronization between sensors and cameras in movement data labeling frameworks,k507,Annotating
"IEEE International Conference on Emerging Technologies and Factory Automation, ETFA",c25,p144,Synchronization between sensors and cameras in movement data labeling frameworks,k508,Camera
"IEEE International Conference on Emerging Technologies and Factory Automation, ETFA",c25,p144,Synchronization between sensors and cameras in movement data labeling frameworks,k509,IMU
"IEEE International Conference on Emerging Technologies and Factory Automation, ETFA",c25,p144,Synchronization between sensors and cameras in movement data labeling frameworks,k510,Labeling
"IEEE International Conference on Emerging Technologies and Factory Automation, ETFA",c25,p144,Synchronization between sensors and cameras in movement data labeling frameworks,k511,Synchronization
"IEEE International Conference on Emerging Technologies and Factory Automation, ETFA",c25,p144,Synchronization between sensors and cameras in movement data labeling frameworks,k512,Video
"Proceedings - 2020 IEEE 21st International Conference on Information Reuse and Integration for Data Science, IRI 2020",c3,p22,"Using a Deep Learning Model, Content Features, and Author Metadata to Recommend Research Papers",k87,content
"Proceedings - 2020 IEEE 21st International Conference on Information Reuse and Integration for Data Science, IRI 2020",c3,p22,"Using a Deep Learning Model, Content Features, and Author Metadata to Recommend Research Papers",k88,deep learning
"Proceedings - 2020 IEEE 21st International Conference on Information Reuse and Integration for Data Science, IRI 2020",c3,p22,"Using a Deep Learning Model, Content Features, and Author Metadata to Recommend Research Papers",k89,metadata
"Proceedings - 2020 IEEE 21st International Conference on Information Reuse and Integration for Data Science, IRI 2020",c3,p22,"Using a Deep Learning Model, Content Features, and Author Metadata to Recommend Research Papers",k90,Research paper
"ASEE Annual Conference and Exposition, Conference Proceedings",c30,p160,Probabilistic Network Observability of a Hybrid Power System with Communication Irregularities,k30,Co-simulation
"ASEE Annual Conference and Exposition, Conference Proceedings",c30,p160,Probabilistic Network Observability of a Hybrid Power System with Communication Irregularities,k34,State estimation
"ASEE Annual Conference and Exposition, Conference Proceedings",c30,p160,Probabilistic Network Observability of a Hybrid Power System with Communication Irregularities,k548,Communication irregularities
"ASEE Annual Conference and Exposition, Conference Proceedings",c30,p160,Probabilistic Network Observability of a Hybrid Power System with Communication Irregularities,k549,Network observability
"2019 International Conference on Unmanned Aircraft Systems, ICUAS 2019",c31,p161,Network Reduction in Transient Stability Models using Partial Response Matching,k550,Parameter Estimation
"2019 International Conference on Unmanned Aircraft Systems, ICUAS 2019",c31,p161,Network Reduction in Transient Stability Models using Partial Response Matching,k551,Reduced Order Systems
"2019 International Conference on Unmanned Aircraft Systems, ICUAS 2019",c31,p161,Network Reduction in Transient Stability Models using Partial Response Matching,k552,System Identification
"Proceedings - 4th IEEE European Symposium on Security and Privacy Workshops, EUROS and PW 2019",c32,p166,Feedback regulation of immune response to maximum exercise in Gulf war illness,k571,Exercise response
"Proceedings - 4th IEEE European Symposium on Security and Privacy Workshops, EUROS and PW 2019",c32,p166,Feedback regulation of immune response to maximum exercise in Gulf war illness,k572,Feedback control
"Proceedings - 4th IEEE European Symposium on Security and Privacy Workshops, EUROS and PW 2019",c32,p166,Feedback regulation of immune response to maximum exercise in Gulf war illness,k573,Gulf War Illness
"Proceedings - 4th IEEE European Symposium on Security and Privacy Workshops, EUROS and PW 2019",c32,p166,Feedback regulation of immune response to maximum exercise in Gulf war illness,k574,Immune dynamics
"Proceedings - 4th IEEE European Symposium on Security and Privacy Workshops, EUROS and PW 2019",c32,p166,Feedback regulation of immune response to maximum exercise in Gulf war illness,k575,Oscillatory behavior
"Proceedings of 11th International Conference on Bioinformatics and Computational Biology, BiCOB 2019",c37,p173,Three-Dimensional Hydrodynamic Focusing Designs for Integrated Optofluidic Detection Enhancement,k584,biophotonics
"Proceedings of 11th International Conference on Bioinformatics and Computational Biology, BiCOB 2019",c37,p173,Three-Dimensional Hydrodynamic Focusing Designs for Integrated Optofluidic Detection Enhancement,k585,biosensor
"Proceedings of 11th International Conference on Bioinformatics and Computational Biology, BiCOB 2019",c37,p173,Three-Dimensional Hydrodynamic Focusing Designs for Integrated Optofluidic Detection Enhancement,k586,hydrodynamic focusing
"Proceedings of 11th International Conference on Bioinformatics and Computational Biology, BiCOB 2019",c37,p173,Three-Dimensional Hydrodynamic Focusing Designs for Integrated Optofluidic Detection Enhancement,k587,liquid-core waveguide
"Proceedings of 11th International Conference on Bioinformatics and Computational Biology, BiCOB 2019",c37,p173,Three-Dimensional Hydrodynamic Focusing Designs for Integrated Optofluidic Detection Enhancement,k588,multi-spot excitation
"Proceedings of 11th International Conference on Bioinformatics and Computational Biology, BiCOB 2019",c37,p173,Three-Dimensional Hydrodynamic Focusing Designs for Integrated Optofluidic Detection Enhancement,k589,optofluidics
FPGA 2019 - Proceedings of the 2019 ACM/SIGDA International Symposium on Field-Programmable Gate Arrays,c38,p176,An APMonitor Temperature Lab PID Control Experiment for Undergraduate Students,k597,Arduino
FPGA 2019 - Proceedings of the 2019 ACM/SIGDA International Symposium on Field-Programmable Gate Arrays,c38,p176,An APMonitor Temperature Lab PID Control Experiment for Undergraduate Students,k598,Control Engineering Education
FPGA 2019 - Proceedings of the 2019 ACM/SIGDA International Symposium on Field-Programmable Gate Arrays,c38,p176,An APMonitor Temperature Lab PID Control Experiment for Undergraduate Students,k599,PID Control
"Proceedings of the 2019 Research on Equity and Sustained Participation in Engineering, Computing, and Technology, RESPECT 2019",c39,p177,An 8-bit 10-GHz 21-mW Time-Interleaved SAR ADC with Grouped DAC Capacitors and Dual-Path Bootstrapped Switch,k593,Bootstrapped switch
"Proceedings of the 2019 Research on Equity and Sustained Participation in Engineering, Computing, and Technology, RESPECT 2019",c39,p177,An 8-bit 10-GHz 21-mW Time-Interleaved SAR ADC with Grouped DAC Capacitors and Dual-Path Bootstrapped Switch,k594,DAC
"Proceedings of the 2019 Research on Equity and Sustained Participation in Engineering, Computing, and Technology, RESPECT 2019",c39,p177,An 8-bit 10-GHz 21-mW Time-Interleaved SAR ADC with Grouped DAC Capacitors and Dual-Path Bootstrapped Switch,k595,SAR ADC
"Proceedings of the 2019 Research on Equity and Sustained Participation in Engineering, Computing, and Technology, RESPECT 2019",c39,p177,An 8-bit 10-GHz 21-mW Time-Interleaved SAR ADC with Grouped DAC Capacitors and Dual-Path Bootstrapped Switch,k600,time interleaved
Proceedings of the American Control Conference,c4,p24,A Two-Step Multi-Stage Noise-Shaping Incremental Analog-to-Digital Converter (Invited Paper),k100,two step
Proceedings of the American Control Conference,c4,p24,A Two-Step Multi-Stage Noise-Shaping Incremental Analog-to-Digital Converter (Invited Paper),k94,analog-to-digital converter (ADC)
Proceedings of the American Control Conference,c4,p24,A Two-Step Multi-Stage Noise-Shaping Incremental Analog-to-Digital Converter (Invited Paper),k95,delta sigma (?S)
Proceedings of the American Control Conference,c4,p24,A Two-Step Multi-Stage Noise-Shaping Incremental Analog-to-Digital Converter (Invited Paper),k96,incremental data converters
Proceedings of the American Control Conference,c4,p24,A Two-Step Multi-Stage Noise-Shaping Incremental Analog-to-Digital Converter (Invited Paper),k97,multi stage noise shaping (MASH)
Proceedings of the American Control Conference,c4,p24,A Two-Step Multi-Stage Noise-Shaping Incremental Analog-to-Digital Converter (Invited Paper),k98,multi-step
Proceedings of the American Control Conference,c4,p24,A Two-Step Multi-Stage Noise-Shaping Incremental Analog-to-Digital Converter (Invited Paper),k99,time-domain analysis
"Proceedings of the 21st International Conference on Engineering and Product Design Education: Towards a New Innovation Landscape, E and PDE 2019",c45,p196,Neutron radiation testing of fault tolerant risc-v soft processor on xilinx SRAM-based FPGAs,k219,redundancy
"Proceedings of the 21st International Conference on Engineering and Product Design Education: Towards a New Innovation Landscape, E and PDE 2019",c45,p196,Neutron radiation testing of fault tolerant risc-v soft processor on xilinx SRAM-based FPGAs,k263,FPGA
"Proceedings of the 21st International Conference on Engineering and Product Design Education: Towards a New Innovation Landscape, E and PDE 2019",c45,p196,Neutron radiation testing of fault tolerant risc-v soft processor on xilinx SRAM-based FPGAs,k409,fault injection
"Proceedings of the 21st International Conference on Engineering and Product Design Education: Towards a New Innovation Landscape, E and PDE 2019",c45,p196,Neutron radiation testing of fault tolerant risc-v soft processor on xilinx SRAM-based FPGAs,k411,radiation testing
"Proceedings of the 21st International Conference on Engineering and Product Design Education: Towards a New Innovation Landscape, E and PDE 2019",c45,p196,Neutron radiation testing of fault tolerant risc-v soft processor on xilinx SRAM-based FPGAs,k646,Fault tolerance
"Proceedings of the 21st International Conference on Engineering and Product Design Education: Towards a New Innovation Landscape, E and PDE 2019",c45,p196,Neutron radiation testing of fault tolerant risc-v soft processor on xilinx SRAM-based FPGAs,k647,RISC-V
"Proceedings of the 21st International Conference on Engineering and Product Design Education: Towards a New Innovation Landscape, E and PDE 2019",c45,p196,Neutron radiation testing of fault tolerant risc-v soft processor on xilinx SRAM-based FPGAs,k648,Single Event Upset (SEU)
"Proceedings of the 21st International Conference on Engineering and Product Design Education: Towards a New Innovation Landscape, E and PDE 2019",c45,p196,Neutron radiation testing of fault tolerant risc-v soft processor on xilinx SRAM-based FPGAs,k649,soft processor
"Proceedings of the 21st International Conference on Engineering and Product Design Education: Towards a New Innovation Landscape, E and PDE 2019",c45,p196,Neutron radiation testing of fault tolerant risc-v soft processor on xilinx SRAM-based FPGAs,k650,Triple Modular Redundancy (TMR)
Optics InfoBase Conference Papers,c46,p197,Extended Abstract: Comparison of Peer and Instructor Qualitative Feedback on Presentations,k651,Assessment
Optics InfoBase Conference Papers,c46,p197,Extended Abstract: Comparison of Peer and Instructor Qualitative Feedback on Presentations,k652,instructor feedback
Optics InfoBase Conference Papers,c46,p197,Extended Abstract: Comparison of Peer and Instructor Qualitative Feedback on Presentations,k653,oral presentations
Optics InfoBase Conference Papers,c46,p197,Extended Abstract: Comparison of Peer and Instructor Qualitative Feedback on Presentations,k654,peer feedback.
International Conference on Transportation and Development 2019: Smarter and Safer Mobility and Cities - Selected Papers from the International Conference on Transportation and Development 2019,c52,p220,Don't Punish all of us: Measuring User Attitudes about Two-Factor Authentication,k713,Security
International Conference on Transportation and Development 2019: Smarter and Safer Mobility and Cities - Selected Papers from the International Conference on Transportation and Development 2019,c52,p220,Don't Punish all of us: Measuring User Attitudes about Two-Factor Authentication,k714,Two-factor authentication
International Conference on Transportation and Development 2019: Smarter and Safer Mobility and Cities - Selected Papers from the International Conference on Transportation and Development 2019,c52,p220,Don't Punish all of us: Measuring User Attitudes about Two-Factor Authentication,k715,Usability
International Conference on Transportation and Development 2019: Smarter and Safer Mobility and Cities - Selected Papers from the International Conference on Transportation and Development 2019,c52,p220,Don't Punish all of us: Measuring User Attitudes about Two-Factor Authentication,k716,Usable security
Proceedings of the International Telemetering Conference,c54,p225,Data classification and parameter identification in power systems by manifold learning,k731,Big data classification
Proceedings of the International Telemetering Conference,c54,p225,Data classification and parameter identification in power systems by manifold learning,k732,Diffusion maps
Proceedings of the International Telemetering Conference,c54,p225,Data classification and parameter identification in power systems by manifold learning,k733,Manifold learning
Proceedings of the International Telemetering Conference,c54,p225,Data classification and parameter identification in power systems by manifold learning,k734,Parameter identification
Proceedings of the International Telemetering Conference,c54,p225,Data classification and parameter identification in power systems by manifold learning,k735,WECC load model
Proceedings of the ASME Turbo Expo,c58,p240,Full-Duplex Jamming for Enhanced Hidden-Key Secrecy,k780,adaptive filtering
Proceedings of the ASME Turbo Expo,c58,p240,Full-Duplex Jamming for Enhanced Hidden-Key Secrecy,k781,physical-layer security
Proceedings of the ASME Turbo Expo,c58,p240,Full-Duplex Jamming for Enhanced Hidden-Key Secrecy,k782,self-jamming
IFAC-PapersOnLine,c59,p241,Adaptive Physical-Layer Security Through Punctured Coding for Secrecy,k783,Adaptive physical-layer security
IFAC-PapersOnLine,c59,p241,Adaptive Physical-Layer Security Through Punctured Coding for Secrecy,k784,coding for secrecy
IFAC-PapersOnLine,c59,p241,Adaptive Physical-Layer Security Through Punctured Coding for Secrecy,k785,interleaving
IFAC-PapersOnLine,c59,p241,Adaptive Physical-Layer Security Through Punctured Coding for Secrecy,k786,puncturing
IFAC-PapersOnLine,c59,p241,Adaptive Physical-Layer Security Through Punctured Coding for Secrecy,k787,scrambling
"11th International Symposium on Turbulence and Shear Flow Phenomena, TSFP 2019",c60,p253,Polar coding for physical-layer security without knowledge of the eavesdropper's channel,k506,Security gap
"11th International Symposium on Turbulence and Shear Flow Phenomena, TSFP 2019",c60,p253,Polar coding for physical-layer security without knowledge of the eavesdropper's channel,k822,Physical layer security
"11th International Symposium on Turbulence and Shear Flow Phenomena, TSFP 2019",c60,p253,Polar coding for physical-layer security without knowledge of the eavesdropper's channel,k823,Polar codes
"11th International Symposium on Turbulence and Shear Flow Phenomena, TSFP 2019",c60,p253,Polar coding for physical-layer security without knowledge of the eavesdropper's channel,k824,Wiretap channel
"27th Annual Conference of the International Group for Lean Construction, IGLC 2019",c64,p273,Surveying the Landscape: Statewide Data on K-12 CS Education Implementation,k875,CS education
"27th Annual Conference of the International Group for Lean Construction, IGLC 2019",c64,p273,Surveying the Landscape: Statewide Data on K-12 CS Education Implementation,k876,CS for All
"27th Annual Conference of the International Group for Lean Construction, IGLC 2019",c64,p273,Surveying the Landscape: Statewide Data on K-12 CS Education Implementation,k877,K-12
"25th AIAA/CEAS Aeroacoustics Conference, 2019",c67,p281,Alpha Model Domination in Multiple Choice Learning,k395,Neural networks
"25th AIAA/CEAS Aeroacoustics Conference, 2019",c67,p281,Alpha Model Domination in Multiple Choice Learning,k896,Ensembles
"25th AIAA/CEAS Aeroacoustics Conference, 2019",c67,p281,Alpha Model Domination in Multiple Choice Learning,k897,Multiple Choice Learning
Proceedings of the International ISCRAM Conference,c68,p284,Geometrically Motivated Reparameterization for Identifiability Analysis in Power Systems Models,k310,System identification
Proceedings of the International ISCRAM Conference,c68,p284,Geometrically Motivated Reparameterization for Identifiability Analysis in Power Systems Models,k905,Computational differential geometry
Proceedings of the International ISCRAM Conference,c68,p284,Geometrically Motivated Reparameterization for Identifiability Analysis in Power Systems Models,k906,Manifold boundary approximation method
Proceedings of the International ISCRAM Conference,c68,p284,Geometrically Motivated Reparameterization for Identifiability Analysis in Power Systems Models,k907,Model reduction
Proceedings of the International ISCRAM Conference,c68,p284,Geometrically Motivated Reparameterization for Identifiability Analysis in Power Systems Models,k908,Parameter identifiability
Proceedings of the International ISCRAM Conference,c68,p284,Geometrically Motivated Reparameterization for Identifiability Analysis in Power Systems Models,k909,Power system modeling
"2018 IEEE Nuclear and Space Radiation Effects Conference, NSREC 2018",c73,p291,Identifying mode shapes of turbo-machinery blades using principal component analysis and support vector machines,k393,Machine learning
"2018 IEEE Nuclear and Space Radiation Effects Conference, NSREC 2018",c73,p291,Identifying mode shapes of turbo-machinery blades using principal component analysis and support vector machines,k928,Computer vision
"2018 IEEE Nuclear and Space Radiation Effects Conference, NSREC 2018",c73,p291,Identifying mode shapes of turbo-machinery blades using principal component analysis and support vector machines,k929,Image processing
"2018 IEEE Nuclear and Space Radiation Effects Conference, NSREC 2018",c73,p291,Identifying mode shapes of turbo-machinery blades using principal component analysis and support vector machines,k930,Mode shape identification
"2018 IEEE Nuclear and Space Radiation Effects Conference, NSREC 2018",c73,p291,Identifying mode shapes of turbo-machinery blades using principal component analysis and support vector machines,k931,PCA
"Proceedings - 2018 IEEE PES Innovative Smart Grid Technologies Conference Europe, ISGT-Europe 2018",c74,p292,New uses of instagram in design history education,k932,Alassroom archive
"Proceedings - 2018 IEEE PES Innovative Smart Grid Technologies Conference Europe, ISGT-Europe 2018",c74,p292,New uses of instagram in design history education,k933,Industrial design history
"Proceedings - 2018 IEEE PES Innovative Smart Grid Technologies Conference Europe, ISGT-Europe 2018",c74,p292,New uses of instagram in design history education,k934,Instagram search
"Proceedings - 2018 IEEE PES Innovative Smart Grid Technologies Conference Europe, ISGT-Europe 2018",c74,p292,New uses of instagram in design history education,k935,Instagram student presentations
"Proceedings - 2018 IEEE PES Innovative Smart Grid Technologies Conference Europe, ISGT-Europe 2018",c74,p292,New uses of instagram in design history education,k936,Social media
"Proceedings - 2018 International Conference on High Performance Computing and Simulation, HPCS 2018",c75,p293,Exploring play interventions in design education,k937,Class room design
"Proceedings - 2018 International Conference on High Performance Computing and Simulation, HPCS 2018",c75,p293,Exploring play interventions in design education,k938,Creativity pedagogy
"Proceedings - 2018 International Conference on High Performance Computing and Simulation, HPCS 2018",c75,p293,Exploring play interventions in design education,k939,Industrial design
"Proceedings - 2018 International Conference on High Performance Computing and Simulation, HPCS 2018",c75,p293,Exploring play interventions in design education,k940,Student learning
"Proceedings - 2018 International Conference on High Performance Computing and Simulation, HPCS 2018",c75,p293,Exploring play interventions in design education,k941,Studio environment
"2018 IEEE 3rd International Verification and Security Workshop, IVSW 2018",c76,p294,"Exploring the moral differences, between industrial design, engineering and entrepreneurship students",k211,Product design
"2018 IEEE 3rd International Verification and Security Workshop, IVSW 2018",c76,p294,"Exploring the moral differences, between industrial design, engineering and entrepreneurship students",k942,Communication
"2018 IEEE 3rd International Verification and Security Workshop, IVSW 2018",c76,p294,"Exploring the moral differences, between industrial design, engineering and entrepreneurship students",k943,Design education
"2018 IEEE 3rd International Verification and Security Workshop, IVSW 2018",c76,p294,"Exploring the moral differences, between industrial design, engineering and entrepreneurship students",k944,Interdisciplinary education
"2018 IEEE 3rd International Verification and Security Workshop, IVSW 2018",c76,p294,"Exploring the moral differences, between industrial design, engineering and entrepreneurship students",k945,Interdisciplinary teams
"2018 International Conference on Reconfigurable Mechanisms and Robots, ReMAR 2018 - Proceedings",c79,p297,The personification of big data,k946,Big data
"2018 International Conference on Reconfigurable Mechanisms and Robots, ReMAR 2018 - Proceedings",c79,p297,The personification of big data,k947,Design methods
"2018 International Conference on Reconfigurable Mechanisms and Robots, ReMAR 2018 - Proceedings",c79,p297,The personification of big data,k948,Persona
"2018 International Conference on Reconfigurable Mechanisms and Robots, ReMAR 2018 - Proceedings",c79,p297,The personification of big data,k949,Persona Generator
"2018 International Conference on Reconfigurable Mechanisms and Robots, ReMAR 2018 - Proceedings",c79,p297,The personification of big data,k950,User centred design
IEEE International Reliability Physics Symposium Proceedings,c8,p50,Kcollections: A fast and efficient library for K-mers,k182,Data structure
IEEE International Reliability Physics Symposium Proceedings,c8,p50,Kcollections: A fast and efficient library for K-mers,k183,Genomics
IEEE International Reliability Physics Symposium Proceedings,c8,p50,Kcollections: A fast and efficient library for K-mers,k184,K-mer
IEEE International Reliability Physics Symposium Proceedings,c8,p50,Kcollections: A fast and efficient library for K-mers,k185,Parallel programming
"ACM-BCB 2018 - Proceedings of the 2018 ACM International Conference on Bioinformatics, Computational Biology, and Health Informatics",c80,p298,Cooperating in long-term relationships with time-varying structure,k951,Learning in games
"ACM-BCB 2018 - Proceedings of the 2018 ACM International Conference on Bioinformatics, Computational Biology, and Health Informatics",c80,p298,Cooperating in long-term relationships with time-varying structure,k952,Repeated interactions
"ACM-BCB 2018 - Proceedings of the 2018 ACM International Conference on Bioinformatics, Computational Biology, and Health Informatics",c80,p298,Cooperating in long-term relationships with time-varying structure,k953,Trigger strategies
"Proceedings - 2018 IEEE 19th International Conference on Information Reuse and Integration for Data Science, IRI 2018",c81,p299,Modeling pressurized dense phase coal fluidization and transport,k15,Modeling
"Proceedings - 2018 IEEE 19th International Conference on Information Reuse and Integration for Data Science, IRI 2018",c81,p299,Modeling pressurized dense phase coal fluidization and transport,k954,Dense phase
"Proceedings - 2018 IEEE 19th International Conference on Information Reuse and Integration for Data Science, IRI 2018",c81,p299,Modeling pressurized dense phase coal fluidization and transport,k955,Fluidization
"Proceedings - 2018 IEEE 19th International Conference on Information Reuse and Integration for Data Science, IRI 2018",c81,p299,Modeling pressurized dense phase coal fluidization and transport,k956,Pressurized coal
"Proceedings - 2018 IEEE 19th International Conference on Information Reuse and Integration for Data Science, IRI 2018",c81,p299,Modeling pressurized dense phase coal fluidization and transport,k957,Transport
IOP Conference Series: Materials Science and Engineering,c83,p302,Designing emergent swarm behaviors using behavior trees and grammatical evolution,k958,Behavior trees
IOP Conference Series: Materials Science and Engineering,c83,p302,Designing emergent swarm behaviors using behavior trees and grammatical evolution,k959,Grammatical evolution
IOP Conference Series: Materials Science and Engineering,c83,p302,Designing emergent swarm behaviors using behavior trees and grammatical evolution,k960,Swarms
Proceedings of the 27th USENIX Security Symposium,c97,p317,Factors leading to sustainable social impact on the affected communities of engineering service learning projects,k964,Best Practices
Proceedings of the 27th USENIX Security Symposium,c97,p317,Factors leading to sustainable social impact on the affected communities of engineering service learning projects,k965,Impact Assessment
Proceedings of the 27th USENIX Security Symposium,c97,p317,Factors leading to sustainable social impact on the affected communities of engineering service learning projects,k966,Service Learning
